"X...ID";"ClassNr";"Grade";"Sex";"AgeW1";"ETH01";"ETH03";"EduLevel";"StateW16";"TypeD1";"AWB01W14";"CWB01W14";"MPT01W14";"INTGDW1";"INTGFW1";"INTGMW1";"INPD1W1";"INAD1W1";"INPD2W1";"INAD2W1";"INPF1W1";"INAF1W1";"INPF2W1";"INAF2W1";"INAL0W1";"INC01W13";"INF01W1";"INF02W1";"FBI01W1R";"FBI02W1";"IFI01W1";"IFI02W1";"FNr01W1";"NCompletedE1";"NCompletedE2";"donated";"DDPcomp";"intended";"numcompl";"PAF";"NAF";"SEEW14";"LONW14";"SRT14";"SCPW1";"MPSW1";"FQW1";"PRW14";"PMKW14";"ADSW14"
154;"30";"9";"Meisje";14.43677;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;8;"Ik heb een iPhone";"7 keer  per week";3;10;"7 dagen";"1 dag";"5 dagen";"5 dagen";6;1;3;3;NA;"none";550;2;8;NA;3;2;10;124;122;0;1;0;100;3.14285714285714;2.28571428571429;3.5;2.4;3.77777777777778;2.33333333333333;2.8;3.75;3;2.75;2
38;"8";"8";"Meisje";13.68947;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";8;50;"7 dagen";"3 dagen";"5 dagen";"5 dagen";120;2;3;3;NA;"multiple";900;5;8;NA;6;4;7;113;38;0;0;0;82;2.42857142857143;2.28571428571429;3.75;1.2;2.44444444444444;3;3.6;4.75;2;1.75;2.5
288;"6";"9";"Jongen";14.35497;"Nederland";"Nederlander";"Havo";"completed";"public";6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";1;15;"7 dagen";"Nooit";"7 dagen";"1 dag";2;0;1;1;"INAL5W1";"none";350;4;8;NA;4;4;4;105;108;1;1;1;100;3.42857142857143;2.42857142857143;4.5;1.8;3.66666666666667;4;2.2;4;2;2;3.5
22;"11";"9";"Jongen";14.7658;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een iPhone";"7 keer  per week";3;15;"7 dagen";"Nooit";"1 dag";"2 dagen";2;0;0;1;"INAL2W1";"none";500;4;6;6;5;4;10;98;51;0;1;0;100;4;1.85714285714286;3;3;3;3.66666666666667;2.6;4.25;3;2.25;2.75
88;"23";"9";"Meisje";14.52222;"Nederland";"Nederlander";"Havo";"completed";NA;3;5;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"4 keer  per week";2;30;"3 dagen";"Nooit";"Nooit";"Nooit";1;0;0;0;"INAL2W1,INAL3W1,INAL4W1";"one";364;3;NA;NA;4;3;6;116;92;0;1;0;100;3.28571428571429;1.85714285714286;3.5;2;3.55555555555556;3;2;4.25;4;2.25;2
164;"1";"9";"Meisje";14.10264;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"Minder dan  1 dag  per week";1;5;"2 dagen";"Nooit";"Nooit";"Nooit";1;0;0;0;"INAL2W1,INAL3W1,INAL4W1";"none";57;1;NA;NA;4;1;4;72;45;0;1;0;100;5;1.57142857142857;5;1;3.44444444444444;5.33333333333333;1.6;4.5;1;4.25;1
241;"30";"9";"Meisje";14.60378;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;10;"7 dagen";"Nooit";"Nooit";"1 dag";2;0;0;1;"INAL2W1,INAL3W1";"one";270;2;8;NA;3;2;10;115;122;0;1;0;100;3.85714285714286;1.71428571428571;4.25;1.4;4;2.66666666666667;2.2;4.75;0;2;1
100;"8";"8";"Jongen";13.43756;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";2;10;"7 dagen";"1 dag";"1 dag";"1 dag";5;1;1;1;NA;"one";300;1;7;7;2;2;10;87;68;0;1;0;88;4;1.42857142857143;5;1;3.55555555555556;1;2.4;3.5;1;3.25;1
323;"28";"9";"Meisje";15.43631;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;9;"Ik heb een iPhone";"7 keer  per week";3;25;"1 dag";"1 dag";"1 dag";"3 dagen";0;1;1;1;NA;"multiple";223;5;6;5;5;6;9;98;66;0;1;0;100;3.57142857142857;3;3.5;3.2;3.66666666666667;5.33333333333333;3;3.75;1;3.25;2
286;"10";"9";"Jongen";15.01754;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;7;"Ik heb een iPhone";"7 keer  per week";7;53;"7 dagen";"Nooit";"1 dag";"Nooit";7;0;1;0;"INAL2W1,INAL4W1";"one";388;1;NA;NA;2;4;20;100;110;0;0;0;79;4.28571428571429;2.14285714285714;4.5;1.4;3;2.33333333333333;3.6;3.75;1;2.5;1
279;"18";"9";"Meisje";14.85079;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;20;"4 dagen";"1 dag";"1 dag";"1 dag";3;1;1;3;NA;"multiple";1000;2;6;4;6;3;10;103;104;0;1;0;100;3.85714285714286;1.57142857142857;5;1.8;2.11111111111111;3.33333333333333;4.2;4.75;2;2.25;1
34;"5";"9";"Meisje";15.01709;"Nederland";"Nederlander";"Vmbo";"completed";"public";6;9;"Ik heb een iPhone";"7 keer  per week";7;30;"7 dagen";"1 dag";"7 dagen";"7 dagen";30;1;5;5;NA;"one";815;1;7;6;7;4;3;64;45;1;1;1;100;4.14285714285714;1.71428571428571;4.5;1.2;2.66666666666667;3;2.4;4.75;2;3.75;1.5
357;"24";"9";"Jongen";15.60334;"Nederland";"Nederlander";"Vmbo";"attrition";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;20;"1 dag";"Nooit";"Nooit";"7 dagen";1;0;0;7;"INAL2W1,INAL3W1";"multiple";224;1;8;NA;5;5;4;71;6;0;0;0;56;3.28571428571429;2;3;1;3.88888888888889;2;1.4;4.75;2;5;1
247;"7";"9";"Meisje";13.93564;"Nederland";"Nederlander";"Havo";"completed";"other";6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;20;"7 dagen";"Nooit";"Nooit";"Nooit";2;0;0;0;"INAL2W1,INAL3W1";"none";200;2;NA;NA;4;2;2;95;84;1;0;1;80;2.85714285714286;2.85714285714286;3.25;2.4;3;4.66666666666667;3.2;4;1;4;1.5
214;"30";"9";"Meisje";15.10206;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"partially completed";NA;6;6;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";8;40;"7 dagen";"2 dagen";"7 dagen";"7 dagen";10;1;8;8;NA;"none";450;2;7;7;5;3;13;84;22;0;0;0;76;3.71428571428571;2.42857142857143;4.25;1.4;3.11111111111111;3;3.2;4;3;2.5;2.25
96;"24";"9";"Jongen";14.68889;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een iPhone";"5 keer  per week";4;20;"7 dagen";"Nooit";"Nooit";"1 dag";4;0;0;5;"INAL2W1,INAL3W1";"one";404;2;7;7;2;1;4;101;34;0;1;0;100;3.71428571428571;2;5;2.2;3.22222222222222;3;1.8;4;3;4;2.5
344;"10";"9";"Jongen";14.68901;"Nederland";"Nederlander";"Vmbo";"completed";NA;3;6;"Ik heb een iPhone";"7 keer  per week";5;60;"7 dagen";"1 dag";"Nooit";"1 dag";5;1;1;2;"INAL3W1";"none";700;2;8;NA;4;2;13;99;104;0;1;0;100;4;1.42857142857143;2.5;2.8;2.77777777777778;1.33333333333333;3;4;2;4.5;4
295;"30";"9";"Meisje";15.10196;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;6;"Ik heb een iPhone";"7 keer  per week";4;45;"7 dagen";"Nooit";"7 dagen";"7 dagen";4;0;20;20;"INAL2W1";"none";937;1;7;7;3;3;10;63;52;0;1;0;87;3.14285714285714;2.71428571428571;4;2;2.66666666666667;2.66666666666667;2.4;4.25;4;3;1.5
92;"17";"8";"Meisje";13.43759;"Nederland";"Nederlander";"Vmbo";"completed";NA;5;7;"Ik heb een iPhone";"7 keer  per week";5;45;"7 dagen";"1 dag";"Nooit";"2 dagen";5;1;0;3;"INAL3W1";"multiple";840;4;6;6;5;5;5;85;37;0;1;0;100;3.42857142857143;2.57142857142857;3.25;2.8;3.44444444444444;5;2.4;3.75;5;3.5;2.5
165;"21";"9";"Meisje";14.68907;"Nederland";"Nederlander";"Havo";"completed";"public";4;5;"Ik heb een iPhone";"7 keer  per week";5;5;"7 dagen";"Nooit";"2 dagen";"6 dagen";4;0;1;2;"INAL2W1";"one";724;3;6;6;5;6;8;84;19;1;0;1;100;3.57142857142857;2.85714285714286;2;3.8;2.22222222222222;6;3.2;3.25;1;2.5;2.25
271;"23";"9";"Meisje";14.18548;"Nederland";"Nederlander";"Havo";"completed";NA;4;6;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"5 keer  per week";3;30;"5 dagen";"Nooit";"5 dagen";"5 dagen";3;0;5;5;"INAL2W1";"multiple";251;4;8;NA;5;5;4;95;106;0;1;0;100;2.14285714285714;3.14285714285714;2;4.6;4;6;3.2;4.75;2;2.5;1
297;"17";"8";"Meisje";13.85102;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een iPhone";"7 keer  per week";4;10;"7 dagen";"Nooit";"Nooit";"1 dag";3;0;0;1;"INAL2W1,INAL3W1";"none";700;1;8;NA;4;3;8;116;87;0;0;1;98;4;2.42857142857143;4.25;1.4;3.55555555555556;3;2;4.25;3;4;1.5
15;"28";"9";"Meisje";14.68891;"Nederland";"Nederlander";"Vmbo";"completed";NA;NA;NA;NA;"7 keer  per week";5;60;"7 dagen";"1 dag";"3 dagen";"7 dagen";5;2;2;7;NA;"multiple";1500;4;7;7;4;4;7;95;NA;0;1;0;50;3.57142857142857;2.57142857142857;NA;NA;NA;2.33333333333333;3.2;3.5;0;NA;NA
65;"6";"9";"Meisje";14.35498;"Nederland";"Nederlander";"Havo";"completed";"smallgroup";5;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;30;"7 dagen";"7 dagen";"7 dagen";"7 dagen";3;5;3;3;NA;"multiple";700;2;7;6;5;1;9;107;104;1;1;1;100;4.14285714285714;2.14285714285714;3.75;2.2;2.44444444444444;3.66666666666667;3;4.75;1;2.75;1.5
209;"21";"9";"Meisje";14.01837;"Nederland";"Nederlander";"Havo";"completed";NA;4;7;"Ik heb een iPhone";"7 keer  per week";20;180;"7 dagen";"1 dag";"7 dagen";"7 dagen";8;1;5;5;NA;"one";750;3;7;6;5;3;9;71;46;0;1;0;100;3.57142857142857;2.57142857142857;3.75;3.4;3.33333333333333;4;3.6;3.75;2;2.25;1.25
347;"23";"9";"Jongen";15.10267;"Nederland";"Nederlander";"Havo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"Nooit";0;0;"7777";"7777";"7777";"9999";7777;7777;7777;7777;NA;"none";7777;NA;NA;NA;NA;NA;12;88;68;0;1;0;94;3.71428571428571;1.71428571428571;3.75;1;3.66666666666667;2.66666666666667;1.8;4.75;3;2.5;2
276;"7";"9";"Meisje";14.68854;"Nederland";"Anders";"Havo";"completed";"other";6;7;"Ik heb een iPhone";"7 keer  per week";8;90;"7 dagen";"1 dag";"7 dagen";"5 dagen";10;1;3;3;NA;"none";927;4;8;NA;3;3;30;114;69;1;1;1;100;3.85714285714286;2.14285714285714;4.25;1;3.33333333333333;3.66666666666667;4;5;1;2;1
254;"30";"9";"Meisje";14.52165;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;1;"Ik heb een iPhone";"7 keer  per week";5;45;"7 dagen";"Nooit";"7 dagen";"7 dagen";1;0;2;2;"INAL2W1";"one";600;3;7;6;3;5;7;97;69;0;1;0;100;3.42857142857143;2.28571428571429;4.5;1;4;5.33333333333333;2;4;1;4;1
231;"28";"9";"Meisje";14.93533;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";6;140;"7 dagen";"2 dagen";"6 dagen";"5 dagen";5;2;4;4;NA;"multiple";419;5;7;6;6;5;8;103;95;0;1;1;100;3.28571428571429;3.42857142857143;3.75;1.4;3.22222222222222;4.66666666666667;2.4;4.25;0;3.25;1
141;"6";"9";"Meisje";14.35496;"Nederland";"Nederlander";"Havo";"completed";NA;6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";25;150;"7 dagen";"Nooit";"Nooit";"Nooit";50;0;0;0;"INAL2W1,INAL3W1,INAL4W1";"none";508;3;NA;NA;7;3;5;111;103;0;1;0;88;3;2.71428571428571;4;2.6;3.44444444444444;5.33333333333333;3;4.25;1;2.25;3
117;"21";"9";"Meisje";14.35513;"Nederland";"Nederlander";"Havo";"completed";NA;6;1;"Ik heb een iPhone";"7 keer  per week";10;30;"7 dagen";"Nooit";"Nooit";"3 dagen";10;0;0;2;"INAL2W1,INAL3W1";"none";981;2;8;NA;5;4;8;82;25;0;1;0;100;3.85714285714286;2.28571428571429;3;2;1.77777777777778;2.33333333333333;5;4;1;2.5;1
219;"30";"9";"Jongen";14.43678;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"smallgroup";6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";20;90;"7 dagen";"Nooit";"7 dagen";"7 dagen";10;0;3;3;"INAL2W1";"none";150;3;6;6;4;4;7;116;111;1;1;1;100;3.28571428571429;2.42857142857143;3.5;1.2;3.33333333333333;4;3.4;4.5;2;3;3
273;"24";"9";"Meisje";14.18502;"Nederland";"Nederlander";"Vmbo";"completed";NA;5;4;"Ik heb een iPhone";"7 keer  per week";5;35;"7 dagen";"Nooit";"1 dag";"1 dag";5;0;1;1;"INAL2W1";"one";952;5;8;NA;6;5;6;93;40;0;1;1;100;3.71428571428571;3;3.5;2;2.88888888888889;5.33333333333333;2.2;4;2;2.75;2
126;"21";"9";"Meisje";14.43726;"Nederland";"Nederlander";"Havo";"completed";"smallgroup";4;4;"Ik heb een iPhone";"7 keer  per week";9;45;"7 dagen";"2 dagen";"7 dagen";"6 dagen";50;1;2;2;NA;"multiple";430;4;7;6;2;4;6;97;64;1;0;1;93;2.71428571428571;3;2.5;2.8;2.77777777777778;5;2.6;4;1;3.25;3.25
97;"30";"9";"Meisje";14.18491;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;3;0;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"5 keer  per week";2;10;"7 dagen";"Nooit";"4 dagen";"Nooit";2;0;1;0;"INAL5W1";"none";20;1;NA;NA;NA;NA;5;124;122;0;1;0;100;2.42857142857143;3.71428571428571;2;4.8;3.33333333333333;3;1.4;3.25;3;2.25;2
21;"6";"9";"Jongen";14.43719;"Nederland";"Nederlander";"Havo";"attrition";NA;6;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;20;"7 dagen";"Nooit";"1 dag";"1 dag";3;0;1;1;"INAL2W1";"none";335;4;8;NA;4;5;6;108;62;0;0;0;94;3.57142857142857;2.14285714285714;3;2.8;3.22222222222222;4.33333333333333;3.2;3.75;4;2.75;2.75
302;"21";"9";"Meisje";14.35512;"Nederland";"Nederlander";"Havo";"completed";"public";5;7;"Ik heb een iPhone";"7 keer  per week";4;30;"7 dagen";"1 dag";"7 dagen";"7 dagen";3;1;4;3;NA;"one";422;5;6;2;7;5;10;114;87;1;1;1;94;3.28571428571429;2;4;2.4;3.44444444444444;4;3;4.5;1;2.5;2
108;"26";"9";"Jongen";14.52225;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"smallgroup";3;3;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"3 keer  per week";3;15;"4 dagen";"Nooit";"Nooit";"Nooit";1;0;0;0;"INAL2W1,INAL3W1,INAL4W1";"none";650;3;NA;NA;5;3;20;108;115;1;1;1;100;3.42857142857143;3.14285714285714;2.75;3;3;4.33333333333333;2.2;4.75;4;3.5;4.25
352;"1";"9";"Jongen";14.52154;"Nederland";"Nederlander";"Vmbo";"completed";NA;5;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;40;"7 dagen";"Nooit";"Nooit";"Nooit";4;0;0;0;"INAL5W1";"none";45;1;NA;NA;NA;NA;4;49;44;0;1;0;94;3.85714285714286;1.57142857142857;4.5;1.6;3.22222222222222;3.33333333333333;3.2;4.5;1;2;2
107;"24";"9";"Meisje";15.1843;"Nederland";"Nederlander";"Vmbo";"completed";"other";4;5;"Ik heb een iPhone";"7 keer  per week";5;46;"7 dagen";"Nooit";"Nooit";"7 dagen";10;0;0;5;"INAL5W1";"none";410;5;8;NA;7;5;2;110;95;1;0;1;99;3.57142857142857;3.42857142857143;3.25;3.2;3.88888888888889;4;2.4;3.5;5;1.25;1.5
365;"6";"9";"Meisje";14.68898;"Nederland";"Nederlander";"Havo";"completed";"public";3;5;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;60;"7 dagen";"1 dag";"7 dagen";"5 dagen";4;1;4;30;NA;"none";365;3;7;5;5;5;3;118;111;1;1;1;100;2.71428571428571;2.14285714285714;1.5;3.6;2.66666666666667;4.66666666666667;3;4.5;1;1.25;5
185;"21";"9";"Meisje";14.68914;"Nederland";"Nederlander";"Havo";"completed";"public";6;9;"Ik heb een iPhone";"7 keer  per week";5;40;"7 dagen";"Nooit";"5 dagen";"5 dagen";6;0;4;4;"INAL2W1";"none";1500;1;8;NA;4;3;6;90;58;1;0;1;92;4.14285714285714;2.85714285714286;4.25;2.6;3.22222222222222;3.66666666666667;2.8;4.5;0;4.25;2
180;"8";"8";"Meisje";13.5308;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een iPhone";"7 keer  per week";8;30;"7 dagen";"Nooit";"2 dagen";"2 dagen";8;0;2;2;"INAL2W1";"none";450;3;7;7;7;3;4;76;69;0;0;1;99;4;2.42857142857143;4;1;4.22222222222222;3;3.2;4.25;5;3;1
10;"27";"8";"Jongen";13.77447;"Nederland";"Nederlander";"Havo";"attrition";NA;4;6;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"Minder dan  1 dag  per week";1;6;"Nooit";"Nooit";"Nooit";"Nooit";0;0;0;0;"INAL5W1";"none";27;1;NA;NA;NA;NA;2;87;39;0;0;0;92;3.71428571428571;1.28571428571429;4.5;1.6;3.55555555555556;2.33333333333333;1.8;4.25;3;3;1.5
343;"21";"9";"Meisje";15.6116;"Nederland";"Nederlander";"Havo";"completed";NA;7;1;"Ik heb een iPhone";"1 keer  per week";1;5;"1 dag";"Nooit";"Nooit";"Nooit";1;0;0;0;"INAL5W1";"multiple";300;4;NA;NA;NA;NA;7;89;102;0;1;1;100;5;3.85714285714286;5;2;3;1;1;5;0;1;5
287;"29";"8";"Jongen";14.77378;"Anders";"Nederlander";"Vmbo";"completed";NA;3;3;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"Minder dan  1 dag  per week";0;10;"Nooit";"Nooit";"Nooit";"1 dag";0;0;0;2;"INAL5W1";"one";60;4;8;NA;6;6;3;59;64;0;1;1;100;3.57142857142857;2.28571428571429;3.5;3.2;3.33333333333333;4.33333333333333;3.2;3.75;2;3.75;2.75
366;"15";"8";"Meisje";13.36379;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"smallgroup";4;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;10;"6 dagen";"Nooit";"1 dag";"Nooit";4;0;1;0;"INAL5W1";"none";150;1;NA;NA;NA;NA;8;102;94;1;0;1;99;3.28571428571429;2.57142857142857;4.25;1.4;4.33333333333333;1.66666666666667;1.6;5;3;5;1
291;"23";"9";"Meisje";15.61156;"Anders";"Anders";"Havo";"completed";"public";4;5;"Ik heb een iPhone";"7 keer  per week";6;200;"7 dagen";"7 dagen";"7 dagen";"7 dagen";8;4;10;10;NA;"multiple";1450;3;6;7;5;5;6;124;107;1;1;1;100;3.57142857142857;3.42857142857143;3;3;3;4;4.8;3;2;3;3
174;"21";"9";"Meisje";14.6972;"Nederland";"Nederlander";"Havo";"completed";NA;NA;NA;NA;"7 keer  per week";6;5;"7 dagen";"Nooit";"2 dagen";"1 dag";5;0;1;1;"INAL2W1";"one";680;3;9;7;2;3;6;61;NA;0;1;0;75;3.71428571428571;2.42857142857143;NA;NA;NA;3.66666666666667;3;4.25;0;NA;NA
210;"17";"8";"Meisje";13.94421;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"5 keer  per week";4;10;"5 dagen";"Nooit";"Nooit";"Nooit";3;0;0;0;"INAL2W1,INAL3W1";"none";81;2;NA;NA;3;2;8;113;66;0;1;0;100;4.57142857142857;1.57142857142857;4.75;1;3.11111111111111;4;2.4;4.25;0;3.25;2
56;"17";"8";"Jongen";13.36379;"Nederland";"Nederlander";"Vmbo";"completed";NA;4;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"Minder dan  1 dag  per week";1;5;"Nooit";"Nooit";"2 dagen";"2 dagen";0;0;2;1;"INAL1W1";"none";65;2;8;NA;5;3;2;83;88;0;1;0;94;3.42857142857143;1.14285714285714;2.75;3.6;2.66666666666667;4.33333333333333;1.8;4.5;1;3;2.75
309;"10";"9";"Jongen";15.44768;"Anders";"Anders";"Vmbo";"attrition";NA;3;2;"Ik heb een iPhone";"7 keer  per week";4;30;"7 dagen";"1 dag";"7 dagen";"7 dagen";2;1;1;2;NA;"multiple";650;4;8;NA;7;5;5;62;NA;0;0;0;81;2.57142857142857;2;3;4.2;3.11111111111111;4.66666666666667;3.4;4;1;4;3
330;"6";"9";"Meisje";14.28144;"Anders";"Anders";"Havo";"completed";NA;4;5;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;30;"7 dagen";"Nooit";"7 dagen";"7 dagen";4;0;30;30;"INAL2W1";"one";300;1;8;NA;6;4;4;96;105;0;1;0;100;2.85714285714286;3.42857142857143;3.5;1.8;3.22222222222222;3;1.6;4.25;3;2;1
192;"24";"9";"Jongen";15.02888;"Nederland";"Nederlander";"Vmbo";"completed";NA;4;7;"Ik heb een iPhone";"7 keer  per week";3;20;"5 dagen";"7 dagen";"6 dagen";"5 dagen";2;3;4;1;NA;"none";152;4;4;4;5;5;3;110;102;0;1;0;100;3.42857142857143;2.71428571428571;3.5;3;3;4;2.2;4;0;3;2
245;"8";"8";"Meisje";13.11513;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;15;"7 dagen";"1 dag";"3 dagen";"3 dagen";2;1;1;1;NA;"multiple";500;3;7;7;4;2;5;114;118;1;1;0;100;4.28571428571429;1;4.5;1;4.11111111111111;5;3.2;4.75;0;2.25;1.75
24;"8";"8";"Meisje";13.86259;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";9;180;"7 dagen";"2 dagen";"4 dagen";"4 dagen";9;1;4;4;NA;"one";850;6;7;7;7;7;14;93;110;1;1;0;98;3.85714285714286;1.85714285714286;4.5;1;3.22222222222222;3.33333333333333;3.8;4.25;0;4;1
314;"4";"8";"Meisje";13.11791;"Nederland";"Nederlander";"Havo";"completed";"smallgroup";6;8;"Ik heb een iPhone";"7 keer  per week";3;20;"5 dagen";"1 dag";"2 dagen";"1 dag";2;1;1;1;NA;"none";325;2;7;6;4;3;9;80;85;1;1;1;94;3.71428571428571;1.28571428571429;4.5;1;3.33333333333333;2.66666666666667;1.8;5;3;4;1
335;"3";"8";"Meisje";13.78056;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"smallgroup";4;7;"Ik heb een iPhone";"7 keer  per week";3;30;"7 dagen";"Nooit";"4 dagen";"4 dagen";3;0;1;1;"INAL2W1";"none";625;4;6;5;6;5;5;96;75;1;1;1;100;3;2.57142857142857;3.75;2.6;3.77777777777778;5.33333333333333;3;4.25;2;2.5;2
281;"16";"8";"Jongen";13.36992;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";7;50;"7 dagen";"Nooit";"Nooit";"Nooit";7;0;0;0;"INAL5W1";"one";320;4;NA;NA;NA;NA;10;119;111;0;1;0;100;4.14285714285714;1.28571428571429;4.5;2;3.77777777777778;4.33333333333333;1.4;4.75;3;2;2
